model,tripID,real_price,strike,premium,profit
trip-specific,3232,27.8823027333333,29.4732071429002,0.422965447833348,0.422965447833348
trip-specific,3242,16.6603870333333,16.0554200154583,0.253097559381777,-0.351869458493274
trip-specific,3251,12.4366742666667,13.3856592511796,0.218396536839178,0.218396536839178
trip-specific,3264,19.3408973333333,18.1799235051134,0.318921300426134,-0.842052527793786
trip-specific,3270,13.4907736666667,13.439188606408,0.193008582475749,0.141423522217065
trip-specific,3286,27.3681498666667,26.9248504577023,0.369093317886413,-0.0742060910779691
trip-specific,3314,7.1082428,7.48681436141825,0.237277400272502,0.237277400272502
trip-specific,3320,13.3345765666667,13.1609033296748,0.225287046097648,0.0516138091057361
trip-specific,3349,10.831823,10.8122324659082,0.239778837911231,0.220188303819398
trip-specific,3353,22.3192147666667,21.2676944627633,0.243543530224141,-0.8079767736792
trip-specific,3366,24.3809399666667,24.8699536866456,0.781104258098011,0.781104258098011
trip-specific,3367,27.6737005666667,24.8125004084401,0.406978658972372,-2.45422149925415
trip-specific,3379,22.0736196666667,22.6023671938993,0.405138942349654,0.405138942349654
trip-specific,3385,26.049395,26.9412559505891,0.470679498114856,0.470679498114856
trip-specific,3388,13.1923266666667,13.5447108305784,0.181813966938575,0.181813966938575
trip-specific,3392,21.3233967,20.6715671504854,0.234664653338778,-0.417164896175806
trip-specific,3393,50.3821573333333,48.9228549219386,0.433310098497999,-1.02599231289673
trip-specific,3410,22.2417315,21.8037582855189,0.432750926010912,-0.00522228847019934
trip-specific,3412,52.8831911,53.7876588479832,0.455554012910481,0.455554012910481
trip-specific,3449,16.3525942,15.5669852766333,0.287319648818717,-0.498289274547985
trip-specific,3451,26.7411549333333,25.2452369653668,0.533569641937028,-0.962348326029464
trip-specific,3468,8.41299203333334,8.07914533284345,0.180223081642372,-0.153623618847514
